NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT00900887,Topic Antiinflammatory Therapy Added to Selective Photocoagulation in Macular Edema,https://clinicaltrials.gov/study/NCT00900887,COMPLETED,Diabetic Retinopathy|Macular Edema,"DRUG: Ketorolac|DRUG: Nepafenac|DRUG: Polietilenglicol 400, propilenglicol","ocular topic antiinflammatory therapy (ketorolac, nepafenac or placebo) applied 3 times a day in the treated eye for a week after selective photocoagulation, one week after treatment",Hospital Juarez de Mexico,84,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2008-04
NCT03571100,Comfort and Antimicrobial Efficacy of Chlorhexidine vs Betadine for Intravitreal Injections,https://clinicaltrials.gov/study/NCT03571100,UNKNOWN,Age-related Macular Degeneration|Diabetic Vascular Diseases|Proliferative Retinopathy|Retina Vein Occlusion,DRUG: Chlorhexidine|DRUG: Povidine-Iodine,"Patient Comfort, Patient Comfort using the Wong Baker FACES Pain Scale \[Scale: 0(No pain) - 10 (Worst Pain)\], One day following injection",MidAtlantic Retina,100,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,2018-05-07
NCT04436900,Evaluation of Macular Structural and Functional Function Following Extensive Retinal Laser Therapy in Patients With Proliferative Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT04436900,COMPLETED,"Diabetes Mellitus, Type 2",PROCEDURE: Panretinal Photocoagulation (PRP),"Life Quality, A generic concept reflecting concern with the modification and enhancement of life attributes, e.g., physical, political, moral, social environment as well as health and disease Which is measured by a quality of life questionnaire, up to 3 months|RNFL, retinal nerve fiber layer which measured by PP-OCT (optical coherence tomography), up to 30 days|BCVA, best corrected visual acuity which measured by SD-OCT, up to 3 months|Retinal thickness in the central part of Fovea, Measured by SD-OCT, up to 30 days|Choroid thickness in the central part of Fovea, Measured by EDI-OCT, up to 30 days|Physical examination of PDR, An eye exam performed by an ophthalmologist will determine if there is retinopathy, up to 3 months|Contrast sensitivity, Contrast sensitivity which measured by Melbourne edge test, up to 3 months|Angiography with fluorescein, By injecting fluorescein into the vein and then taking an X-ray to diagnose PDR, up to 3 months",Baqiyatallah Medical Sciences University,20,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2018-04-10
NCT01075347,Topical Autologous Serum Application for the Treatment of Corneal Epithelium Defect After Ocular Surgeries,https://clinicaltrials.gov/study/NCT01075347,COMPLETED,Corneal Epithelial Defect|Diabetic Retinopathy|Penetrating Keratoplasty,OTHER: autologous serum|OTHER: Non-autologous serum,"Patients With Corneal Epithelial Healing Time Within 14 Days, Patients were hospitalized and examined daily for graft re-epithelialization, which was the main outcome measure.Corneal epithelial healing(the process which the new corneal epithelial cells regenerated to cover the bare cornea lost of its epithelium, the cornea's outer layer) was recorded daily by slit-lamp examination with fluorescein staining.Patients with post-operative chronic persistent epithelial defects for \>14 days after the operation were treated with therapeutic contact lens (TCL) application and followed up as outpatients., every day till total re-epithelization up to 14 days",National Taiwan University Hospital,165,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2007-03
NCT04552600,Study to Evaluate Clinical Efficacy and Safety of Nuvastatic™ - C5OSEW5050ESA in Diabetic Retinopathy.,https://clinicaltrials.gov/study/NCT04552600,UNKNOWN,Diabetic Retinopathy,DRUG: Nuvastatic|OTHER: Placebo,"To evaluate efficacy of Nuvastatic - Retinal Thickness, Central Subfield Retinal Thickness, 12 months|To evaluate efficacy of Nuvastatic - protein biomarkers, protein biomarkers, 12 months|To evaluate safety of Nuvastatic - Letter Score, Visual Acuity Letter Score, 12 months",Natureceuticals Sdn Bhd,100,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (CARE_PROVIDER)|Primary Purpose: TREATMENT,2019-09-01
NCT00370422,Bevacizumab Versus Combined Bevacizumab and Triamcinolone for Refractory Diabetic Macular Edema; a Randomized Clinical Trial,https://clinicaltrials.gov/study/NCT00370422,UNKNOWN,Diabetic Macular Edema,"DRUG: Triamcinolone, Bevacizumab",Visual acuity|Central macular thickness,Shahid Beheshti University of Medical Sciences,,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE|Primary Purpose: TREATMENT,2005-11
NCT02432547,Laser Therapy Combined With Intravitreal Aflibercept vs Intravitreal Aflibercept Monotherapy (LADAMO),https://clinicaltrials.gov/study/NCT02432547,COMPLETED,Diabetic Retinopathy,DRUG: Aflibercept|PROCEDURE: Targeted laser therapy,"Number of intravitreal aflibercept injections over 24 months, Number of intravitreal aflibercept injections in each of the 2 groups required over 24 months, 24 months",University of Sydney,48,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2017-06-15
NCT05978622,Observational Study of Adult Participants With Diabetic Macular Edema and Suboptimal Response to Anti-Vascular Endothelial Growth Factor Treated With Dexamethasone Intravitreal Implant,https://clinicaltrials.gov/study/NCT05978622,RECRUITING,Diabetic Macular Edema,,"Number of Additional Anti-VEGF Injections after Baseline and before DEX-I Initiation, Number of Additional Anti-VEGF Injections after Baseline and before DEX-I Initiation, Baseline to 18 Months",AbbVie,327,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-10-30
NCT02334137,A Pilot Project to Assess the Impact of Diabetes Education During Ophthalmology Visits,https://clinicaltrials.gov/study/NCT02334137,COMPLETED,Diabetes Complications|Diabetic Retinopathy,BEHAVIORAL: iPad app|BEHAVIORAL: Educator sessions|BEHAVIORAL: Retinal photos,"Change from Baseline in Patient Knowledge about Diabetes at 3 months (via multiple-choice surveys), Objective assessment of patient knowledge about diabetes using 13 multiple-choice questions, Participants will be re-surveyed at their next follow-up eye appointment, an expected average of 3 months post-intervention",California Pacific Medical Center Research Institute,36,OBSERVATIONAL,Observational Model: |Time Perspective: p,2014-11
NCT00168337,A Study of the Safety and Efficacy of a New Treatment for Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00168337,COMPLETED,Diabetic Macular Edema,DRUG: Dexamethasone|OTHER: Sham,"Percentage of Patients With a Best Corrected Visual Acuity (BCVA) Improvement of ≥15 Letters From Baseline in the Study Eye, BCVA is measured using an eye chart and is reported as the number of letters read correctly (ranging from 0 to 100 letters) in the study eye. The lower the number of letters read correctly on the eye chart, the worse the vision (or visual acuity). An increase in the number of letters read correctly indicates improvement and a decrease in the number of letters read correctly indicates a worsening., Baseline, Month 39/Final Visit",Allergan,554,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2005-05
NCT00692614,A Study of MK0140 in Diabetic Patients With Macular Edema (0140-001),https://clinicaltrials.gov/study/NCT00692614,TERMINATED,Macular Edema,DRUG: triamcinolone acetonide,"Change from baseline in OCT retinal thickness; evaluate the safety and tolerability of doses., After 12 months of therapy.",Merck Sharp & Dohme LLC,2,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2008-06
NCT01717937,Comparison of Phase-variance Optical Coherence Tomography and Fluorescein Angiography in Retinovascular Imaging,https://clinicaltrials.gov/study/NCT01717937,TERMINATED,Age-related Macular Degeneration|Diabetic Retinopathy|Hypertensive Retinopathy|Retinal Vein Occlusion|Retinal Artery Occlusion,PROCEDURE: Phase variance optical coherence tomography (PV-OCT),"Measurement of to be determined physical characteristics of retinovascular structures seen on phase variance optical coherence tomography (PV-OCT) and fluorescein angiography(FA)., Masked examiners (retina specialists) will evaluate and grade coded PV-OCT and FA images for the presence and features of various retinovascular abnormalities (e.g., choroidal neovascular membranes, microaneurysms, venous dilation, etc.). Metrics to determined and may include: size, depth, area, volume, and relative position. Each subject's graded PV-OCT images will be compared to their graded FA images., On the day in which a patient receives PV-OCT and FA imaging, estimated to take 2 hours.","University of California, San Francisco",10,OBSERVATIONAL,Observational Model: |Time Perspective: p,2013-02
NCT01840683,HELP Therapy for Dry AMD,https://clinicaltrials.gov/study/NCT01840683,COMPLETED,Non-exudative (Dry) Age-related Macular Degeneration (AMD),DEVICE: H.E.L.P. therapy (H.E.L.P. Plasmat Futura System),"To evaluate the effects of H.E.L.P. therapy on the best corrected visual acuity (BCVA) in patients with non-exudative (dry) AMD., Change from Baseline in the best corrected visual acuity (BCVA) at Week 24 after completion of H.E.L.P. therapy",B.Braun Avitum AG,22,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-05
NCT02796183,The Efficacy of Subconjunctival Bevacizumab in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02796183,COMPLETED,Diabetic Macular Edema,DRUG: Subconjunctival bevacizumab (Altuzan),"Central Macular Thickness, one year (between May 2015 and May 2016)",Neon Hospital,20,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-01
NCT04332133,Outcomes of Subthreshold Laser Versus Intravitreal Injection of Ranibizumab in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT04332133,COMPLETED,Diabetic Macular Edema,"PROCEDURE: laser interference,INTRAVITREAL INJECTION","central subfield thickness in micrometer, OCT for the macular area with measuring CST in micron, 6 months|p1 amplitude of mfERG, p1 amplitude of multifocal ERG measured in nv/deg2, 6mnths|BCVA, BCVA is measured in decimal of Snellen visual acuity, 6 months",Minia University,80,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2016-12
NCT00996437,Intravitreal Ranibizumab for Vitreous Hemorrhage Due to Proliferative Diabetic Retinopathy (N),https://clinicaltrials.gov/study/NCT00996437,COMPLETED,Vitreous Hemorrhage|Proliferative Diabetic Retinopathy,DRUG: Ranibizumab|DRUG: Saline,"Treatment or ""Failure"" Defined as Vitrectomy, The cumulative probabilities of vitrectomy by 16 weks (112 days) in each group were computed using the life-table method. The treatment group comparison was made using the log-rank test. Data were censored at the time point of the participant's last completed visit., within 112 days of randomization|Safety (Injected-related, Ocular Drug-related and Systemic Drug-related), Baseline to 16 weeks",Jaeb Center for Health Research,261,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2010-06
NCT00907114,Topic Ketorolac Added to Panphotocoagulation in Proliferative Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT00907114,COMPLETED,Proliferative Diabetic Retinopathy|Macular Edema,DRUG: Ketorolac tromethamine|DRUG: Polivynilic alcohol,"center subfield mean thickness using Stratus OCT measured in microns, baseline, 24, 48 and 168 hours after treatment",Hospital Juarez de Mexico,44,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2009-06
NCT02181400,Near Infrared Photobiomodulation Treatment for Diabetic Macular Oedema,https://clinicaltrials.gov/study/NCT02181400,COMPLETED,Diabetic Macular Oedema,DEVICE: Ellex Integre NIR laser,"Change in Measurement in Central Macular Thickness Measured by Spectral Domain Optical Coherence Tomography( OCT) at One Month, Change in measurement( in microns) in central macular thickness as measured by Spectral Domain Optical Coherence Tomography( OCT), Change from baseline in central macular thickness at one month|Change in Measurement in Central Macular Thickness Measured by Spectral Domain Optical Coherence Tomography (OCT) at Two Months, Change in measurement (in microns) in central macular thickness as measured by Spectral Domain Optical Coherence Tomography (OCT), Change from baseline central macular thickness at two months|Change in Total Macular Volume as Measured by Spectral Domain Optical Coherence Tomography at One Month., The change in total macular volume was taken as the difference between the total macular volume as measured by Spectral Domain Optical Coherence Tomography at 1 month and the total macular volume at baseline, Change from baseline total macular volume at one month|Change in Total Macular Volume as Measured by Spectral Domain Optical Coherence Tomography at Two Months., The change in total macular volume was taken as the difference between the total macular volume as measured by Spectral Domain Optical Coherence Tomography at 2 month and the total macular volume at baseline, Change from baseline total macular volume as measured by OCT at two months",University of Sydney,21,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2016-04-19
