NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT04505306,Short-pulse Subthreshold vs Infrared Micropulse for Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT04505306,COMPLETED,Diabetic Macular Edema,PROCEDURE: Macular Laser,"Central foveal thickness, All patients had central retinal thickness measurement using spectral-domain optical coherence tomography (SD-OCT)(Spectralis, Heidelberg Engineering, Heidelberg, Germany). The SD-OCT B-scan was based on the Spectralis macular raster consisting of 19 horizontals 6 millimeter line scans and a real-time eye tracking system., 6 months|Best corrected visual acuity, ETDRS visual acuity charts, 6 months",Moorfields Eye Hospital Centre Abu Dhabi,113,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2015-01-01
NCT04418427,ADVM-022 Intravitreal Gene Therapy for DME,https://clinicaltrials.gov/study/NCT04418427,COMPLETED,Diabetic Macular Edema|Diabetic Retinopathy,BIOLOGICAL: 6E11 vg/eye of ADVM-022|BIOLOGICAL: 2E11 vg/eye of ADVM-022|BIOLOGICAL: Aflibercept,"Time to worsening of DME disease activity in the study eye., Time to worsening of DME disease activity in the study eye., 96 weeks","Adverum Biotechnologies, Inc.",36,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-05-28
NCT00687804,A 12 Month Core Study to Assess the Efficacy and Safety of Ranibizumab (Intravitreal Injections) in Patients With Visual Impairment Due to Diabetic Macular Edema and a 24 Month Open-label Extension Study,https://clinicaltrials.gov/study/NCT00687804,COMPLETED,Diabetic Macular Edema,DRUG: Ranibizumab|PROCEDURE: Laser|PROCEDURE: Sham laser|DRUG: Sham to ranibizumab,"Core Study: Difference Between the Baseline Level of Visual Acuity (Letters) of the Study Eye and the Mean Visual Acuity Averaged Over All Monthly Post-baseline Assessments From Month 1 to Month 12, Visual acuity (VA) was assessed on both eyes during every study visit using best correction determined from protocol refraction. VA measurements (number of letters correctly identified) were performed with the patient in a sitting position using Early Treatment Diabetic Retinopathy Study (ETDRS)-like visual acuity testing charts at a testing distance of 4 meters., Baseline through the end of study (Month 12)|Extension Study: Percentage of Participants With Ocular Adverse Events (AEs) in the Study Eye in the 24 Month Extension Study, Participants with ocular (occurring in the eye) serious adverse events (SAEs) and non-serious AEs in the study eye. The study eye is the eye that received the treatment. AEs are the appearance or worsening of any undesirable sign, symptom, or medical condition occurring after starting the study drug even if the event is not considered to be related to study drug. A serious adverse event is defined as an event that is fatal or life-threatening, results in persistent or significant disability/incapacity, constitutes a congenital anomaly/birth defect, requires inpatient hospitalization or prolongation of existing hospitalization or is medically significant.

Additional information about adverse events can be found in the Adverse Event section., Extension baseline (Month 12 -end of core study) to Month 36 (end of extension study) [24 Months]|Extension Study: Percentage of Participants With Non-Ocular Adverse Events (AEs) in the 24 Month Extension Study, Participants with non-ocular (not occurring in the eye) serious adverse events (SAEs) and non-serious AEs. AEs are the appearance or worsening of of any undesirable sign, symptom, or medical condition occurring after starting the study drug even if the event is not considered to be related to study drug. A serious adverse event is defined as an event that is fatal or life-threatening, results in persistent or significant disability/incapacity, constitutes a congenital anomaly/birth defect, requires inpatient hospitalization or prolongation of existing hospitalization or is medically significant.

Additional information about adverse events can be found in the Adverse Event section., Extension baseline (Month 12 -end of core study) to Month 36 (end of extension study) [24 Months]",Novartis,345,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2008-05
NCT02302079,A Study to Evaluate ASP8232 in Reducing Central Retinal Thickness in Subjects With Diabetic Macular Edema (DME),https://clinicaltrials.gov/study/NCT02302079,COMPLETED,Diabetes Mellitus|Diabetic Macular Edema,DRUG: ASP8232|DRUG: ranibizumab|DRUG: Placebo|OTHER: Sham intravitreal (IVT) injection,"Percent change from baseline in excess central subfield thickness (CST) in the study eye as assessed by spectral domain-optical coherence tomography (SD-OCT) at Month 3, Baseline and Month 3",Astellas Pharma Europe B.V.,96,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2015-01-12
NCT00668239,Diffuse Diabetic Maculopathy With Intravitreal Triamcinolone or Laser,https://clinicaltrials.gov/study/NCT00668239,COMPLETED,Macular Edema,DRUG: intravitreous triamcinolone|PROCEDURE: laser therapy,"diffuse macular oedema, 1, 3 and 6 months",Hospital de Clinicas de Porto Alegre,14,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2004-09
NCT06205979,Relationship Between Dyslipidemia and The Response of Diabetic Macular Edema to Intravitreal Injection of Anti Vascular Endothelial Growth Factor Agents,https://clinicaltrials.gov/study/NCT06205979,RECRUITING,Diabetic Macular Edema,DRUG: Ranibizumab Injection [Lucentis]|DRUG: Aflibercept Injection [Eylea],"change in the best corrected visual acuity in meters, measure of the ability of the eye to distinguish shapes and the details of objects at a given distance with the help of corrective lenses, 2 months|change in the retina and macula measurements by Optical coherence tomography (OCT), assess the state of the retina and macula by measuring :

* Average Thickness in (μm), 2 months|change in the retina and macula measurements by Optical coherence tomography (OCT), assess the state of the retina and macula by measuring :

* Center thickness in (μm), 2 months|change in the retina and macula measurements by Optical coherence tomography (OCT), assess the state of the retina and macula by measuring :

* Total volume in (mm3), 2 months",Sohag University,50,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-12-12
NCT00035906,Research Study in Patients With Persistent Macular Edema,https://clinicaltrials.gov/study/NCT00035906,COMPLETED,"Diabetes|Macular Edema|Diabetic Retinopathy|Retinal Disease|Uveitis, Posterior",DRUG: DEX PS DDS®,,Allergan,315,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: |Primary Purpose: TREATMENT,2001-10
NCT06181227,A Phase 2 Study of Intravitreal AVD-104 in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT06181227,RECRUITING,Diabetic Macular Edema|Diabetic Retinopathy,DRUG: AVD-104,"Safety of AVD-104, Number of participants with any evidence of adverse or serious adverse events as assessed by ocular examination, 3 months","Aviceda Therapeutics, Inc.",30,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-11-30
NCT00071227,Eye Injections of Triamcinolone Acetonide for Retinal Blood Vessel Disorders,https://clinicaltrials.gov/study/NCT00071227,COMPLETED,Macular Degeneration|Retinal Vein Occlusion,DRUG: Triamcinolone Acetonide (TAC-PF),,National Eye Institute (NEI),16,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,2003-10-15
NCT04660006,Diabetic Retinopathy and OCT-A Changes Post-cataract Surgery,https://clinicaltrials.gov/study/NCT04660006,UNKNOWN,Cataract|Diabetic Retinopathy|Macular Edema Due to Diabetes Mellitus,PROCEDURE: Cataract surgery,"Change from baseline of retinal vessel density up to 3 months post-cataract surgery., Optical coherence tomography angiography (OCT-A) scans will be taken at baseline and postoperative week one, month one, and month three. This imaging modality provides measurements for retinal vessel density to be compared between groups and time., Preoperative (Baseline); Postoperative (1 Week, 1 Month, 3 Months)|Change from baseline of retinal perfusion density up to 3 months post-cataract surgery., Optical coherence tomography angiography (OCT-A) scans will be taken at baseline and postoperative week one, month one, and month three. This imaging modality provides measurements for retinal perfusion density to be compared between groups and time., Preoperative (Baseline); Postoperative (1 Week, 1 Month, 3 Months)|Change from baseline of foveal avascular zone up to 3 months post-cataract surgery., Optical coherence tomography angiography (OCT-A) scans will be taken at baseline and postoperative week one, month one, and month three. This imaging modality provides measurements for foveal avascular zone (FAZ), particularly FAZ area, perimeter, and circularity index, to be compared between groups and time., Preoperative (Baseline); Postoperative (1 Week, 1 Month, 3 Months)|Change from baseline of retinal thickness up to 3 months post-cataract surgery., Optical coherence tomography (OCT) scans will be taken at baseline and postoperative week one, month one, and month three. This imaging modality provides measurements of retinal thickness, particularly, central subfield and average macular cube thickness, to be compared between groups and time., Preoperative (Baseline); Postoperative (1 Week, 1 Month, 3 Months)",Uptown Eye Specialists,170,OBSERVATIONAL,Observational Model: |Time Perspective: p,2019-05-27
NCT01304706,Fluocinolone Acetonide in Diabetic Macular Edema (FAME) Extension Study,https://clinicaltrials.gov/study/NCT01304706,COMPLETED,Diabetic Macular Edema,DRUG: Fluocinolone Acetonide,"Number of Participants With Adverse Events, This is a measurement of the number of subjects who experienced an adverse event and/or a serious adverse event during the trial., 12 months",Alimera Sciences,120,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2011-04
NCT00306904,Safety and Efficacy Study of Small Interfering RNA Molecule (Cand5) to Treat Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00306904,COMPLETED,Diabetic Macular Edema,DRUG: bevasiranib,Change from baseline at the 12-week evaluation in macular edema as measured by optical coherence tomography.,"OPKO Health, Inc.",48,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2006-01
NCT00799227,Safety and Efficacy of a New Treatment in Vitrectomized Subjects With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00799227,COMPLETED,Diabetic Macular Edema|Vitrectomy,DRUG: Dexamethasone,"Change From Baseline in Central Retinal Thickness in the Study Eye, Central retinal thickness is assessed in the study eye by Optical Coherence Tomography (OCT). OCT is a laser-based, noninvasive, diagnostic system that provides high-resolution, three-dimensional images of the retina from which retinal thickness can be measured. A negative change from baseline in retinal thickness indicates an improvement and a positive change from baseline indicates a worsening., Baseline, Week 26",Allergan,56,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2009-01-01
NCT02462304,To Compare Anti-VEGF Monotherapy With Anti-VEGF and EPM Grid Laser Combination Therapy for Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02462304,UNKNOWN,Diabetic Macula Edema,PROCEDURE: End-Point-Management grid laser|DRUG: ranibizumab|DRUG: Bevacizumab,"Difference in number of anti-VEGF required, The number of injections of anti-VEGF required at the end of the 6 months period., 6 months",The University of Hong Kong,60,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2015-06
NCT01552408,Efficacy & Safety Trial of Intravitreal Injections Combined With PRP for CSME Secondary to Diabetes Mellitus (DAVE),https://clinicaltrials.gov/study/NCT01552408,COMPLETED,Diabetic Macular Edema,DRUG: 0.3 mg ranibizumab|PROCEDURE: Targeted Pan Retinal Photocoagulation,"Total Number of Ranibizumab Injections in Each of the Two Cohorts in a 36 Month Period, Assess the number of ranibizumab injections in the ranibizumab and targeted panretinal photocoagulation (PRP) with ranibizumab cohorts through Month 36., 36 Months|Mean Change Over Time in Early Treatment Diabetic Retinopathy Study Best Corrected Visual Acuity (ETDRS BCVA) Through Month 36, Evaluate the mean change over time in ETDRS BCVA in the ranibizumab and targeted PRP with ranibizumab cohorts through Month 36., 36 Months|Incidence and Severity of Ocular and Non-ocular Adverse Events (AE's) Through Month 36., Incidence and severity of ocular and non-ocular adverse events (AE's) in the monotherapy and combination cohorts through Month 36., 36 Months","David M. Brown, M.D.",29,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2012-03
NCT03157206,Diabetic Retinopathy Assessed by Ultra-wide,https://clinicaltrials.gov/study/NCT03157206,UNKNOWN,Diabetic Macular Edema,,"AntiVEGF effects on best visual acuity, Retinian peripheral ischemia decrease, 12 months",Association Pour La Recherche En Vision Du Service D'Ophtalmologie De L'Hôpital,49,OBSERVATIONAL,Observational Model: |Time Perspective: p,2017-04-19
NCT00440609,Study Comparing 0.5mg of Ranibizumab and Higher Doses in the Treatment of Clinically Significant Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00440609,COMPLETED,Clinically Significant Diabetic Macular Edema,DRUG: ranibizumab,"To evaluate safety and tolerability of ranibizumab in patients with clinically significant diabetic macular edema, month 12|To compare the treatment of clinically significant diabetic macular edema with 0.5 mg of ranibizumab to 1.0 mg ranibizumab, month 12","Philip J. ferrone, M.D.",50,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2007-03
NCT01482871,Safety Study of ALG- 1001 to Treat Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01482871,WITHDRAWN,Diabetic Macular Edema,DRUG: ALG-1001|DRUG: ALG-1001|DRUG: ALG-1001|DRUG: ALG-1001,"Observation of dose limiting toxicity, The primary endpoint of this study is observation of dose limiting toxicity and the maximum tolerated dose. This determination will be made by the following criteria : Ocular Adverse Events by standard Clinical Ophthalmic examination Visual acuity changes from BCVA (ETDRS equivalent) at baseline by Slit Lamp Bio-microscopy, Tonometry, Indirect Ophthalmoscopy/ Fundus Photography, Fluorescein Angiography, OCT Central Macular Thickness, and ERG Examination, 6 months","Allegro Ophthalmics, LLC",0,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2011-01
