NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT03246152,Evaluation of the Effect of Intravitreal Injections of Anti-VEGF on Macular Perfusion in Diabetic Patients Using OCTA,https://clinicaltrials.gov/study/NCT03246152,COMPLETED,Diabetic Macular Edema|Ischemic Maculopathy,DRUG: Bevacizumab,"FAZ Area Change, Effect of repeated intravitreal Anti-VEGF injections on Foveal Avascular Zone (FAZ) area measured using the freehand tool of ImageJ, At baseline and after 3-6 consecutive monthly injections.|Macular Capillary Density Change at Full Retinal Thickness, Effect of repeated intravitreal Anti-VEGF injections on macular capillary density using the change in the skeletonized vascular density and fractal dimension measured by ImageJ, At baseline and after 3-6 consecutive monthly injections.",Cairo University,31,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-10-23
NCT02806752,Intravitreal Ranibizumab and TA Combination Therapy vs. Ranibizumab Monotherapy in Polypoidal Choroidal Vasculopathy,https://clinicaltrials.gov/study/NCT02806752,UNKNOWN,Wet Macular Degeneration,DRUG: Triamcinolone Acetonide|DRUG: Ranibizumab,"Change of mean BCVA, Change of Central BCVA (Measured with EDTRS Chart,numbers of letters) (primary: baseline and 6 months, secondary: baseline to 12 months), 12 months","Aier School of Ophthalmology, Central South University",120,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2017-01
NCT00000152,Randomized Trial of Beta-Carotene and Macular Degeneration,https://clinicaltrials.gov/study/NCT00000152,UNKNOWN,Macular Degeneration,DRUG: Aspirin|DRUG: Beta-Carotene,,National Eye Institute (NEI),,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: |Masking: |Primary Purpose: PREVENTION,1982-04
NCT05417126,Safety and Effects of a Single Intravitreal Injection of vMCO-010 Optogenetic Therapy in Subjects With Stargardt Disease,https://clinicaltrials.gov/study/NCT05417126,COMPLETED,Stargardt Disease,BIOLOGICAL: Gene Therapy-vMCO-010,"Type, severity, and incidence of ocular and systemic adverse events (AEs), Type, severity, and incidence of ocular and systemic adverse events (AEs), specifically those related to intravitreal injection of vMCO-010, 48 weeks",Nanoscope Therapeutics Inc.,6,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-07-05
NCT02623426,Macular Edema Ranibizumab v. Intravitreal Anti-inflammatory Therapy Trial,https://clinicaltrials.gov/study/NCT02623426,COMPLETED,Uveitis|Macular Edema,DRUG: Dexamethasone intravitreal implant 0.7 mg|DRUG: Intravitreal Methotrexate 400 µg|DRUG: Intravitreal Ranibizumab 0.5 mg,"Proportion of Baseline Central Subfield Thickness Observed at 12 Weeks, The primary outcome is the change in central subfield thickness from baseline to 12 weeks measured on a relative scale as the the proportion of the baseline central subfield thickness. The proportion of baseline subfield thickness is estimated by a mixed effect model that includes time points for baseline, week 4, week 8, and week 12 and the treatment group. The treatment effect is the interaction (product) of time point and treatment. Contrasts of the model parameter estimates were used to calculate the change from baseline to week 12 and the comparison between treatment groups.

Values less than 1 indicate a decrease in retinal thickness with lower values indicating greater decreases (improvement).The OCT outcomes were measured by masked readers. The 12-week visit was chosen as the time to assess the primary outcome because of the ranibizumab treatment schedule and the peak effect time for dexamethasone, At 12-week visit",JHSPH Center for Clinical Trials,194,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2017-03-09
NCT04774926,Study of Innovative Multimodal Imaging Biomarkers to Predict Anatomical Outcome in Naive Patients With wAMD Treated With Brolucizumab.,https://clinicaltrials.gov/study/NCT04774926,COMPLETED,Neovascular Age-related Macular Degeneration,DRUG: Brolucizumab,"Predictive value of early anatomical parameters measured by multimodal imaging., Early predictive factors of fluid-free response, which is defined as the absence of retinal fluid at Week 48 in patients with a stable q12w treatment regimen up to Week 48 after the loading phase., Up to Week 48",Novartis Pharmaceuticals,122,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-10-15
NCT04468152,Advanced Glycation End Products Are Associated With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT04468152,COMPLETED,"Diabetic Macular Edema|Diabetes Mellitus, Type 2",BEHAVIORAL: Dietary habits and intake,"We hypothesize that the AGEs levels of the DME group would found be higher than in the control group., The serum samples collected during the research were delivered to the laboratory while preserving the cold chain. The enzyme-labelled immune ""Enzyme-Linked Immunosorbent Assay (ELISA)"" test was performed with biologists of the company using a Biotek 800TS device. While analyzing the samples, Human CML Elisa Kit 96 tests for serum AGE is used. Carboxymethyl lysine (CML) was considered as the AGE parameter, being the most easily detected and the most abundant type of AGE in humans. The minimum detectable dose of CML in humans is typically less than 15.6 pg/ml., 3 months|We hypothesize that the dietary intake of AGEs wolud be higher in the DME group., The dietary intake of participants was assessed using a validated quantitative food frequency questionnaire (QFFQ). The total food intake was then converted to total nutrient intake based on the food's nutrient profile. Standardized food recipes for Turkey and the Nutrition Information System (BEBIS) program, which is a food composition database for nutrient estimation, were used to determine the average daily energy and nutrient intake for each participant. These values were subsequently compared with the recommended daily allowance values to determine the status of meeting energy and nutrient requirements. After that, the percentages meeting the requirements were calculated. Meanwhile, to assess dietary AGEs from the QFFQ, each food's contribution to dAGEs intake was calculated based on the Advance Glycation End Products in Foods Table published by the Uribarri et al., 1 month|We hypothesize that neck circumference correlated significantly with DME., The neck circumference of the participants will be measured by the researcher Sedat Arslan with a calibrated tape measure on a centimeter scale., 1 month",Hacettepe University,90,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SCREENING,2018-07-07
NCT03630952,Efficacy and Safety Trial of Conbercept Intravitreal Injection for Neovascular AMD (PANDA-2),https://clinicaltrials.gov/study/NCT03630952,TERMINATED,Neovascular Age-related Macular Degeneration,BIOLOGICAL: 0.5 mg Conbercept Intravitreal Injection|BIOLOGICAL: 1.0 mg Conbercept Intravitreal Injection|BIOLOGICAL: 2.0 mg Aflibercept Intravitreal Injection,"Mean change from baseline in best corrected visual acuity (BCVA) at Week 36 in the study eye, BCVA was assessed by Early Treatment of Diabetic Retinopathy Study (ETDRS) method, Baseline to Week 36","Chengdu Kanghong Biotech Co., Ltd.",1157,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2018-12-21
NCT03790852,"Exploratory Study to Investigate the Bioactivity, Ocular and Systemic Safety, Tolerability, and Pharmacokinetics Following Single and Multiple Intravitreal Administrations of KSI-301 in Subjects With wAMD, DME and RVO",https://clinicaltrials.gov/study/NCT03790852,TERMINATED,Wet Age-related Macular Degeneration|Retinal Vein Occlusion|Diabetic Macular Edema,DRUG: KSI-301,"Incidence of ocular (study eye) and systemic adverse events, Week 72",Kodiak Sciences Inc,121,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-12-26
NCT01782352,Age-related Macular Degeneration (AMD) in the Vitamin D and Omega-3 Trial (VITAL),https://clinicaltrials.gov/study/NCT01782352,ACTIVE_NOT_RECRUITING,Age-related Macular Degeneration,DRUG: Omega-3 fatty acids (fish oil)|DIETARY_SUPPLEMENT: Vitamin D3|DIETARY_SUPPLEMENT: Vitamin D3 placebo|DIETARY_SUPPLEMENT: Fish oil placebo,"Number of Participants With an AMD Event, AMD Event = a composite endpoint of incident AMD plus cases of progression to advanced AMD among participants with AMD at baseline, 5 years",Brigham and Women's Hospital,25871,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2010-07
NCT00592826,HMP (Home Macular Perimeter) -Usability Trial,https://clinicaltrials.gov/study/NCT00592826,COMPLETED,Age Related Macular Degeneration,,"Proportion of subjects who successfully set up the device, 1 month|Proportion of subjects who successfully pass the training program (successful calibration module), 1 month",Notal Vision Ltd.,25,OBSERVATIONAL,Observational Model: |Time Perspective: p,2007-11
NCT06198452,Vision Improvement for Patients With Age-Related Macular Degeneration,https://clinicaltrials.gov/study/NCT06198452,NOT_YET_RECRUITING,Macular Degeneration,PROCEDURE: Vision Improvement,"Visual Acuity, Standard measurements of visual acuity before and after treatment, 1 year","VIS, LLC",200,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2024-01-01
NCT05465252,Effect of Omega-3 Fatty Acid Supplementation on Dry-AMD Progression,https://clinicaltrials.gov/study/NCT05465252,NOT_YET_RECRUITING,Age-Related Macular Degeneration,DIETARY_SUPPLEMENT: Krill Oil 500 MG|DIETARY_SUPPLEMENT: Olive Oil 500MG,"The rate of 2-year progression-free, The evaluation criteria for progression: progress to intermediate (only for patients with early phase AMD at baseline) or intermediate-to-late, or late stage AMD., 24 months","Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",330,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2022-08
NCT03954626,Study to Collect Safety and ECG Data on Brolucizumab 6 mg Intravitreal Treatment in Patients With Wet AMD,https://clinicaltrials.gov/study/NCT03954626,COMPLETED,Age-Related Macular Degeneration|Macular Degeneration|Wet Macular Degeneration|Retinal Degeneration|Retinal Diseases|Eye Diseases,BIOLOGICAL: brolucuzumab 6 mg IVT,"Frequency of Clinically Relevant Treatment Emergent ECG Changes After Intravitreal Injection of Brolucizumab 6 mg in Patients With nAMD, Incidence between 20 and 24 h post-injection of clinically relevant treatment emergent changes in heart rate (HR), pulse rate (PR), QRS, and QTc (heart rate corrected QT using Fridericia's formula, QTcF) interval (ms). This is a composite endpoint capturing all 4 parameters and 3 time-points in one Outcome Measure., Baseline, Hour 20, Hour 22, Hour 24",Novartis Pharmaceuticals,14,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-06-07
NCT04820452,A Study of IBI302 in Patients With nAMD,https://clinicaltrials.gov/study/NCT04820452,ACTIVE_NOT_RECRUITING,Neovascular Age-related Macular Degeneration,BIOLOGICAL: Low dose IBI302|BIOLOGICAL: High dose IBI302|DRUG: Aflibercept,"The visual efficacy of IBI302, Baseline to week 36",Innovent Biologics (Suzhou) Co. Ltd.,231,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2021-04-28
NCT01136252,Intravitreal Adalimumab in Patients With Choroidal Neovascularization Secondary to Age-related Macular Degeneration,https://clinicaltrials.gov/study/NCT01136252,COMPLETED,Age-Related Macular Degeneration|Choroidal Neovascularization,DRUG: Adalimumab,"Patients proportion with electroretinogram alterations, 6 months",Hospital Universitari Vall d'Hebron Research Institute,5,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2010-05
NCT00123279,Intravitreal Microplasmin in Patients Undergoing Surgical Vitrectomy,https://clinicaltrials.gov/study/NCT00123279,COMPLETED,Vitreomacular Traction Maculopathy|Eye Diseases,DRUG: Microplasmin,"Grade of Posterior Vitreous Detachment (PVD) preoperatively and release of vitreomacular traction, Baseline, 1,2 and 3hr, 1, 3, 14, 28, 90 and 180 Days",ThromboGenics,60,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2004-12
NCT00647439,Genetics and Markers of Degenerative and Inflammatory Eye Diseases,https://clinicaltrials.gov/study/NCT00647439,COMPLETED,Diabetic Retinopathy|Age-Related Macular Degeneration (AMD)|Uveitis,,,National Eye Institute (NEI),609,OBSERVATIONAL,Observational Model: |Time Perspective: p,2008-03-27
NCT04472039,Intraretinal Cystoid Changes After Vitrectomy With Membrane Peeling,https://clinicaltrials.gov/study/NCT04472039,COMPLETED,"Macular Edema, Cystoid",DEVICE: optical coherence tomography (OCT),"Intraretinal cystoid changes, presence of intraretinal cystoid changes in OCT is assessed during the time period of 3 months after surgery, 3 months",Vienna Institute for Research in Ocular Surgery,40,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-06-30
